Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-26 09:30:00-04:00,171.7899932861328,172.2899932861328,170.42999267578125,171.7158966064453,320662,0,0
2021-04-26 09:31:00-04:00,171.9499969482422,171.9499969482422,170.77000427246094,171.0679931640625,43773,0,0
2021-04-26 09:32:00-04:00,171.18919372558594,171.64599609375,170.22000122070312,170.55059814453125,53637,0,0
2021-04-26 09:33:00-04:00,170.65499877929688,170.67149353027344,169.42010498046875,169.42010498046875,89914,0,0
2021-04-26 09:34:00-04:00,169.5518035888672,169.74000549316406,168.8800048828125,169.58270263671875,81844,0,0
2021-04-26 09:35:00-04:00,169.74000549316406,170.3000030517578,169.25,169.7899932861328,57076,0,0
2021-04-26 09:36:00-04:00,169.6699981689453,170.19000244140625,169.60000610351562,170.17999267578125,40486,0,0
2021-04-26 09:37:00-04:00,170.08999633789062,170.6708984375,169.99000549316406,170.27999877929688,55350,0,0
2021-04-26 09:38:00-04:00,170.27000427246094,170.39990234375,169.60009765625,170.10499572753906,47323,0,0
2021-04-26 09:39:00-04:00,170.18580627441406,170.19000244140625,169.25010681152344,169.8249969482422,73033,0,0
2021-04-26 09:40:00-04:00,169.91990661621094,170.0,169.07000732421875,169.8251953125,76297,0,0
2021-04-26 09:41:00-04:00,169.89500427246094,170.24000549316406,169.68380737304688,170.16070556640625,31533,0,0
2021-04-26 09:42:00-04:00,170.0749969482422,170.86000061035156,170.0749969482422,170.8000030517578,47665,0,0
2021-04-26 09:43:00-04:00,170.72999572753906,170.9600067138672,170.14999389648438,170.3699951171875,41427,0,0
2021-04-26 09:44:00-04:00,170.17999267578125,170.56500244140625,169.92999267578125,170.20899963378906,51933,0,0
2021-04-26 09:45:00-04:00,170.22999572753906,170.8300018310547,170.04010009765625,170.8300018310547,31723,0,0
2021-04-26 09:46:00-04:00,170.75,170.77999877929688,170.52999877929688,170.67999267578125,50556,0,0
2021-04-26 09:47:00-04:00,170.61000061035156,171.1699981689453,170.61000061035156,171.16000366210938,27559,0,0
2021-04-26 09:48:00-04:00,171.07000732421875,171.39999389648438,170.9600067138672,171.19000244140625,32554,0,0
2021-04-26 09:49:00-04:00,171.1699981689453,171.47999572753906,170.83999633789062,171.125,56613,0,0
2021-04-26 09:50:00-04:00,171.2299041748047,171.5,170.8800048828125,171.2301025390625,35680,0,0
2021-04-26 09:51:00-04:00,171.19000244140625,171.27000427246094,170.6199951171875,170.7655029296875,28303,0,0
2021-04-26 09:52:00-04:00,170.55999755859375,171.2899932861328,170.5500030517578,171.14999389648438,50188,0,0
2021-04-26 09:53:00-04:00,171.12289428710938,171.2100067138672,170.6199951171875,171.2100067138672,36628,0,0
