Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-03-29 09:30:00-04:00,121.66999816894531,121.69999694824219,121.63999938964844,121.69000244140625,2489336,0,0
2021-03-29 09:31:00-04:00,121.70500183105469,121.73999786376953,121.25,121.54000091552734,496870,0,0
2021-03-29 09:32:00-04:00,121.52999877929688,121.91999816894531,121.5,121.89910125732422,527517,0,0
2021-03-29 09:33:00-04:00,121.86380004882812,121.98999786376953,121.83000183105469,121.875,534578,0,0
2021-03-29 09:34:00-04:00,122.02349853515625,122.13400268554688,122.0,122.12000274658203,482586,0,0
2021-03-29 09:35:00-04:00,122.5,122.5,122.5,122.5,745765,0,0
2021-03-29 09:36:00-04:00,122.5,122.5199966430664,122.3499984741211,122.39990234375,422733,0,0
2021-03-29 09:37:00-04:00,122.41999816894531,122.41999816894531,122.30000305175781,122.31999969482422,444070,0,0
2021-03-29 09:38:00-04:00,122.25,122.29000091552734,122.25,122.27999877929688,291377,0,0
2021-03-29 09:39:00-04:00,122.25,122.36000061035156,122.24800109863281,122.3499984741211,355236,0,0
2021-03-29 09:40:00-04:00,122.41999816894531,122.42500305175781,122.4000015258789,122.4000015258789,389638,0,0
2021-03-29 09:41:00-04:00,122.125,122.19999694824219,122.06999969482422,122.18000030517578,398934,0,0
2021-03-29 09:42:00-04:00,122.08999633789062,122.15989685058594,122.08999633789062,122.1500015258789,367546,0,0
2021-03-29 09:43:00-04:00,122.1449966430664,122.16500091552734,121.9000015258789,121.91000366210938,285363,0,0
2021-03-29 09:44:00-04:00,121.75,121.81999969482422,121.73999786376953,121.80999755859375,458577,0,0
2021-03-29 09:45:00-04:00,121.75,121.80999755859375,121.75,121.80500030517578,306181,0,0
2021-03-29 09:46:00-04:00,121.71099853515625,121.75499725341797,121.70999908447266,121.75499725341797,360019,0,0
2021-03-29 09:47:00-04:00,121.75,121.8499984741211,121.6449966430664,121.8499984741211,261219,0,0
2021-03-29 09:48:00-04:00,122.0,122.00550079345703,121.95999908447266,121.95999908447266,392392,0,0
2021-03-29 09:49:00-04:00,121.83999633789062,121.86000061035156,121.73090362548828,121.83999633789062,287199,0,0
2021-03-29 09:50:00-04:00,121.75,121.75,121.72989654541016,121.72989654541016,223044,0,0
2021-03-29 09:51:00-04:00,121.62899780273438,121.75,121.62899780273438,121.75,326128,0,0
2021-03-29 09:52:00-04:00,121.75,121.8499984741211,121.66999816894531,121.77999877929688,262894,0,0
2021-03-29 09:53:00-04:00,121.625,121.70989990234375,121.61000061035156,121.69000244140625,235679,0,0
2021-03-29 09:54:00-04:00,121.5,121.55000305175781,121.47000122070312,121.5199966430664,324974,0,0
2021-03-29 09:55:00-04:00,121.5,121.5199966430664,121.37999725341797,121.38999938964844,299623,0,0
2021-03-29 09:56:00-04:00,121.38880157470703,121.4000015258789,121.27999877929688,121.29000091552734,303711,0,0
